ID,Lat,Lon,CC,PRB,RMSE,MBR,NSE,KGE
269234,40.4344,-95.3883,0.9560002582669678,38.48320403476533,0.8724108239774374,1.0,0.8553922680676258,0.5200090434342804
269171,40.0825,-93.6086,0.9729198891835141,88.76506314003167,0.7916070325832111,1.0,0.8910000526660293,0.07739242345508723
268988,37.2333,-91.8833,0.948285246683521,227.16155665271626,1.1162454112009053,1.0,0.7845663873134379,-1.2968829566662503
268977,38.9483,-94.3969,0.9329271677315469,-131.10852802514106,1.035829386935726,0.0,0.7743954191051112,-0.3611755621611985
268838,37.7119,-91.1328,0.9770794009569058,23.625765696795696,0.6878735862387401,1.0,0.9154821434589564,0.6765164895171532
268822,38.2017,-91.9811,0.9649329340709272,18.847798010917415,0.9454755491424173,1.0,0.8397732748230314,0.6127929422758135
268170,36.9231,-90.2836,0.9380185936779766,-33.308046891064386,0.9430220244006745,0.666919531089356,0.7688849800866309,0.5140157188766163
267908,38.5425,-90.9719,0.9375585480233822,-2.556755166207646,0.9788160956951002,0.9744324483379235,0.8103143123623635,0.6685530707123924
267640,36.8581,-92.5875,0.970553516673595,-5.593758855830499,0.759375592057453,0.9440624114416949,0.8921065944514112,0.73984882023913
267620,38.8128,-90.8561,0.956878890922026,-47.25695357645663,0.8811821377899582,0.5274304642354337,0.8478353926660145,0.44580302776295366
267612,36.7425,-91.8347,0.9595755376003078,117.77752784550175,0.7711428688528073,1.0,0.8722597275386028,-0.20588472470515606
267397,42.5522,-99.8556,0.9448262601368081,23.078028391778247,0.9357486461509517,1.0,0.8131839327118425,0.5908611548783849
267369,42.2342,-98.9156,0.9602165549433267,-42.829309339225894,0.8884920234672203,0.5717069066077409,0.846837769623056,0.47192375254463936
266630,41.5975,-99.8258,0.9369117046782114,-36.862034654989785,1.0253949710607984,0.6313796534501025,0.7772349641403719,0.46997328081392464
265880,42.0686,-102.5844,0.9581210809378282,73.49387003079642,0.8842668692797733,1.0,0.8416218808476533,0.20530258392035872
265869,41.2481,-98.7989,0.9708727392148366,-25.590924647067435,0.7300801822229325,0.7440907535293255,0.9001555218140354,0.6541557816613468
265441,42.58,-99.54,0.9673680066417848,-30.67469800224328,0.8982180218100495,0.6932530199775673,0.8505860015204755,0.5627095638980475
265362,40.2994,-96.75,0.9550668076380788,-5.799157725307916,0.8801451783245963,0.9420084227469208,0.8372465999849443,0.673793495165633
265191,41.3686,-96.095,0.9837802007545989,46.12849080881208,0.5949126784477962,1.0,0.9358008821068009,0.5026266566160162
264651,41.0469,-102.1467,0.9434795233067615,-30.65856673843332,1.111424488001979,0.6934143326156668,0.7669829155752952,0.48830719318166915
